1, 0.015, 0.019, 0.459
1, 0.012, 0.023, 0.465
1, 0.01, 0.022, 0.465
1, 0.012, 0.023, 0.45
1, 0.014, 0.025, 0.468
1, 0.014, 0.025, 0.462
1, 0.013, 0.025, 0.458
1, 0.005, -0.031, 0.438
1, 0.007, -0.021, 0.427
1, 0.005, -0.006, 0.41
